num,M1,M2,mu,WHnu,WHmuL,BHmuL,BHmuR,BmuLmuR,sum
168,1970.75673,1020.58576,255.289262,4.19444702e-09,-9.43845337e-10,1.48399843e-10,-2.95717011e-10,5.83123145e-11,3.16159683e-09
240,1012.63285,1618.22111,270.541677,2.02529328e-09,-4.31386381e-10,1.81309454e-10,-3.61592073e-10,1.50047103e-10,1.56367138e-09
1212,1570.38944,1416.39622,288.441745,2.5334643e-09,-5.73153708e-10,1.48313717e-10,-2.95789178e-10,8.66576877e-11,1.89949282e-09
2070,2912.69584,1262.83939,257.129237,2.08185457e-09,-4.66669759e-10,6.08028729e-11,-1.21202995e-10,1.49558358e-11,1.56974053e-09
2178,1729.41412,1011.48842,281.334496,2.88121588e-09,-5.59429584e-10,1.0176465e-10,-2.030736e-10,5.35391871e-11,2.27401654e-09
2448,4738.70495,1030.89969,248.717857,2.56210559e-09,-5.67208327e-10,3.83750497e-11,-7.64789341e-11,4.57933346e-12,1.96137272e-09
2472,4507.12258,1405.86296,254.407107,2.3591531e-09,-5.09766191e-10,4.78692766e-11,-9.54539771e-11,6.63584017e-12,1.80843805e-09
3228,3891.01543,1127.96285,253.173793,2.86558705e-09,-5.88131236e-10,5.30757771e-11,-1.05855172e-10,9.19212255e-12,2.23386854e-09
3498,1625.94058,1401.16373,272.199818,2.22696891e-09,-4.58496293e-10,1.14163059e-10,-2.27759844e-10,6.16229703e-11,1.7164988e-09
3502,3501.66891,1227.41732,277.067844,2.1033663e-09,-4.34697088e-10,4.71999181e-11,-9.41754814e-11,1.0563116e-11,1.63225676e-09
3540,3381.44553,1425.19699,295.039238,2.24371905e-09,-5.20567419e-10,6.58184626e-11,-1.31277468e-10,1.56303722e-11,1.673323e-09
3586,2228.60307,1776.39947,246.689939,2.35083357e-09,-5.47325412e-10,1.25210917e-10,-2.49475495e-10,4.07707606e-11,1.72001435e-09
3602,2984.91085,1541.99236,255.522275,2.19323077e-09,-4.68019672e-10,7.15216616e-11,-1.42636698e-10,1.76517217e-11,1.67174778e-09
3888,4290.85996,1514.15386,247.06921,2.38885615e-09,-5.03811121e-10,5.30971442e-11,-1.05885084e-10,7.78607938e-12,1.84004317e-09
4480,4183.15191,1878.40374,246.891121,2.22321485e-09,-5.26028865e-10,6.86454353e-11,-1.36765325e-10,9.50680598e-12,1.6385729e-09
4544,2492.91221,1198.79718,276.866144,2.36164209e-09,-4.81504604e-10,7.11230501e-11,-1.41910342e-10,2.44119826e-11,1.83376218e-09
4740,4418.73854,1041.14294,254.364985,2.83951154e-09,-6.38626547e-10,4.66846393e-11,-9.30401139e-11,6.27925104e-12,2.16080877e-09
5164,4661.68138,1283.66082,259.474041,2.42872352e-09,-5.29913294e-10,4.44314793e-11,-8.8596885e-11,5.93988232e-12,1.8605847e-09
5370,3685.35178,1290.88169,270.672098,2.6988149e-09,-5.73842788e-10,6.14278082e-11,-1.22534159e-10,1.2273208e-11,2.07613897e-09
6072,4914.68617,1413.21017,279.302144,2.46473663e-09,-5.18109408e-10,4.55086537e-11,-9.08046579e-11,6.49588638e-12,1.90782711e-09
6374,3766.18543,1374.83429,252.280094,2.10560127e-09,-4.56978651e-10,5.01081414e-11,-9.9907703e-11,8.76914654e-12,1.60759221e-09
7636,3540.43197,1249.06934,257.27088,2.25619691e-09,-4.86125874e-10,5.21843063e-11,-1.0405702e-10,1.01802685e-11,1.72837859e-09
8306,1841.61968,1034.48887,299.591791,2.48457084e-09,-5.05669762e-10,8.84603462e-11,-1.76528311e-10,4.60255238e-11,1.93685864e-09
8466,4637.59098,1173.1801,266.870006,1.99038815e-09,-4.04113825e-10,3.20448335e-11,-6.39332171e-11,4.73038432e-12,1.55911632e-09
8652,1496.31832,1240.86547,258.868982,2.27338413e-09,-5.18960058e-10,1.24539002e-10,-2.48181076e-10,6.81239619e-11,1.69890596e-09
8822,1690.388,1255.10161,260.947409,2.39993607e-09,-4.97125592e-10,1.08576399e-10,-2.16552423e-10,5.37219898e-11,1.84855644e-09
8946,3590.82936,1487.91366,266.540591,2.1523777e-09,-4.51128333e-10,5.6126786e-11,-1.11971246e-10,1.16196599e-11,1.65702456e-09
9328,2381.48062,1146.36217,277.340081,3.50595032e-09,-7.98893553e-10,1.16676462e-10,-2.32625042e-10,4.01823872e-11,2.63129057e-09
9454,3871.12828,1043.55351,277.461007,2.43514827e-09,-4.96813851e-10,4.28726338e-11,-8.55389064e-11,8.37395439e-12,1.9040421e-09
9496,1627.78637,1169.11882,294.503506,2.13608978e-09,-4.50567343e-10,9.64559987e-11,-1.92446732e-10,5.5836224e-11,1.64536793e-09
10526,2789.58905,1408.58023,254.553332,2.01518273e-09,-4.17177133e-10,6.2957588e-11,-1.25574295e-10,1.71071052e-11,1.552496e-09
10910,4218.79546,1233.97986,248.748241,2.96883873e-09,-6.71824809e-10,5.94170686e-11,-1.18408115e-10,8.34968967e-12,2.24637256e-09
10944,4052.35642,1199.13371,283.698172,2.37655405e-09,-4.78487408e-10,4.45682372e-11,-8.8944904e-11,8.62110502e-12,1.86231108e-09
10970,2989.22924,1340.70033,278.451371,2.38921044e-09,-5.30088458e-10,7.16077518e-11,-1.42820122e-10,1.90106418e-11,1.80692025e-09
11192,2789.57949,1264.71134,253.796182,3.17350984e-09,-7.1974955e-10,9.76504195e-11,-1.94616921e-10,2.48152026e-11,2.38160899e-09
11212,1019.90781,1388.52134,295.820318,2.36854606e-09,-5.36505462e-10,1.96323566e-10,-3.91503402e-10,1.77369378e-10,1.81423014e-09
11828,4986.9857,1325.70243,271.594915,2.60493266e-09,-6.0488625e-10,4.8589249e-11,-9.68677544e-11,5.96678566e-12,1.95773469e-09
12522,4737.85702,1455.30161,262.968375,2.23985547e-09,-4.64291675e-10,4.31950026e-11,-8.61740304e-11,6.0775639e-12,1.73866233e-09
12556,3207.46114,1374.16968,286.749616,2.25772334e-09,-5.15446801e-10,6.63939296e-11,-1.32417654e-10,1.64288209e-11,1.69268164e-09
13304,3230.30989,1385.10265,323.420105,2.26846609e-09,-4.79506557e-10,6.32527037e-11,-1.26269065e-10,1.88158426e-11,1.74475901e-09
13354,3968.25353,1252.02535,319.529135,2.58554492e-09,-5.59168304e-10,5.52337427e-11,-1.10240679e-10,1.21741586e-11,1.98354384e-09
13356,1428.36801,1145.00107,313.198422,2.68747265e-09,-6.12470736e-10,1.44093956e-10,-2.87418206e-10,1.00861004e-10,2.03253867e-09
13436,4521.11233,1077.85365,332.847788,2.13355765e-09,-4.46401846e-10,3.48605126e-11,-6.95917546e-11,6.84804007e-12,1.6592726e-09
13472,3673.73182,1161.21678,361.190784,2.18904744e-09,-4.34518843e-10,4.52823061e-11,-9.04362631e-11,1.33423054e-11,1.72271695e-09
13578,2703.97726,1461.68231,330.029778,2.05835748e-09,-4.35040114e-10,7.12311023e-11,-1.42206008e-10,2.69383976e-11,1.57928086e-09
13638,1565.28795,1012.56708,349.501871,2.01545231e-09,-4.11540279e-10,8.30089346e-11,-1.65717118e-10,5.8999677e-11,1.58020352e-09
13842,3527.7277,1063.31563,306.736241,2.93781981e-09,-6.4132075e-10,6.15333719e-11,-1.22774517e-10,1.47718207e-11,2.25002973e-09
13890,3390.63015,1251.28643,313.476026,2.29972138e-09,-4.89260831e-10,5.62882326e-11,-1.12345321e-10,1.50181261e-11,1.76942158e-09
13934,2257.62917,1157.37273,316.522402,2.41156557e-09,-4.78138393e-10,7.6832277e-11,-1.53386663e-10,3.44453118e-11,1.8913181e-09
13948,4071.18191,1341.47384,349.78905,2.1447977e-09,-4.81910543e-10,4.94352137e-11,-9.86840122e-11,1.15910877e-11,1.62522944e-09
13958,2947.48344,1073.20957,362.854666,2.55275497e-09,-5.20059952e-10,6.24806863e-11,-1.24766933e-10,2.36854472e-11,1.99409421e-09
14016,3586.4793,1353.48393,346.085607,2.09745942e-09,-4.32792593e-10,5.13311748e-11,-1.02500514e-10,1.4701203e-11,1.6281987e-09
14060,3829.934,1033.72254,398.795064,2.15879131e-09,-4.00912375e-10,3.84085713e-11,-7.67322964e-11,1.22895886e-11,1.7318448e-09
14080,1273.6516,1508.41307,307.343796,2.12446464e-09,-4.44145653e-10,1.44867033e-10,-2.89115158e-10,1.10024255e-10,1.64609512e-09
14272,3564.45173,1051.96985,392.395961,2.34107369e-09,-4.98205285e-10,4.93709774e-11,-9.85931545e-11,1.59574055e-11,1.80960364e-09
14304,2447.02975,1106.9794,337.499934,2.62685958e-09,-5.29737658e-10,7.67635726e-11,-1.53264509e-10,3.34462684e-11,2.05406725e-09
14360,1970.69615,1150.55913,353.119666,2.18280374e-09,-4.48498115e-10,8.16538693e-11,-1.63034487e-10,4.68295797e-11,1.69975458e-09
14426,3672.22993,1271.85672,363.597501,2.16110971e-09,-4.64533519e-10,5.111798e-11,-1.0206979e-10,1.4676031e-11,1.66030041e-09
14500,2858.98001,1281.51465,324.62085,2.23592629e-09,-4.85954348e-10,6.71771548e-11,-1.34080308e-10,2.28899311e-11,1.70595872e-09
14590,1799.50984,1244.82529,315.463768,2.42826622e-09,-5.47574471e-10,1.12686015e-10,-2.24820971e-10,6.25406652e-11,1.83109746e-09
14626,1540.24171,1249.50241,324.587559,2.16992236e-09,-4.27257419e-10,1.02341231e-10,-2.04325207e-10,6.89341615e-11,1.70961512e-09
14696,1380.3856,1006.59456,353.296633,2.48190457e-09,-5.39767078e-10,1.19485244e-10,-2.38471794e-10,9.70324404e-11,1.92018339e-09
14724,1414.26484,1075.73972,308.93245,2.58405866e-09,-5.2865124e-10,1.20272255e-10,-2.4001969e-10,8.3678754e-11,2.01933874e-09
14772,1964.94983,1093.37101,390.160633,2.23604009e-09,-4.82028178e-10,8.49286915e-11,-1.6958166e-10,5.37787611e-11,1.72313771e-09
15036,4904.14107,1027.94538,316.799197,2.62789982e-09,-5.36598781e-10,3.71726728e-11,-7.4201733e-11,6.21282758e-12,2.0604848e-09
15096,1352.04527,1145.71841,306.923861,2.2949047e-09,-4.80863192e-10,1.19130695e-10,-2.37714861e-10,8.59047465e-11,1.78136209e-09
15112,2679.23909,1179.04291,327.839054,2.4122455e-09,-4.7637626e-10,6.668838e-11,-1.33155356e-10,2.5724562e-11,1.89512682e-09
15162,3933.05434,1393.93113,322.920887,2.40312758e-09,-5.44284418e-10,5.89980773e-11,-1.17737713e-10,1.30470704e-11,1.8131506e-09
15250,4047.58945,1109.94135,326.311075,2.17195071e-09,-4.20126092e-10,3.80467365e-11,-7.59721826e-11,8.91449604e-12,1.72281367e-09
15282,4234.68518,1061.15061,341.263356,2.67943112e-09,-5.30389539e-10,4.45096762e-11,-8.88781636e-11,1.01745556e-11,2.11484765e-09
16000,4766.68234,1168.10095,304.053449,2.70370561e-09,-5.77707934e-10,4.48071934e-11,-8.94168096e-11,7.23998058e-12,2.08862804e-09
16004,1101.11987,1002.38997,313.501243,2.58908255e-09,-5.32040392e-10,1.40446904e-10,-2.80247066e-10,1.23429441e-10,2.04067144e-09
16008,1816.3279,1159.89445,322.386124,2.68480711e-09,-6.11252328e-10,1.17679083e-10,-2.34779888e-10,6.60264748e-11,2.02248045e-09
16016,3089.27566,1017.65659,309.766984,2.25729895e-09,-4.35548465e-10,4.73522103e-11,-9.45336537e-11,1.45150283e-11,1.78908407e-09
16018,3777.60913,1269.95241,301.288271,2.44180744e-09,-4.89138066e-10,5.16558523e-11,-1.03116521e-10,1.1899562e-11,1.91310826e-09
16020,2869.95652,1117.41159,387.683559,2.1402171e-09,-4.06973436e-10,5.32716012e-11,-1.06415912e-10,2.29616745e-11,1.70306103e-09
16028,2749.57534,1363.75027,309.290198,2.45192026e-09,-5.4150292e-10,8.12741974e-11,-1.6217935e-10,2.73186344e-11,1.85683082e-09
16032,3388.00055,1125.10056,397.482103,2.15344031e-09,-4.74531325e-10,5.15958291e-11,-1.03030771e-10,1.78697496e-11,1.6453438e-09
16034,4706.87492,1559.62933,301.748401,2.27848999e-09,-5.2834608e-10,5.24928539e-11,-1.04718391e-10,8.20391893e-12,1.70612229e-09
16038,3567.58989,1298.84439,326.626652,2.45250416e-09,-5.46619098e-10,6.15680057e-11,-1.2287607e-10,1.57948098e-11,1.8603718e-09
16040,4838.57582,1102.4954,364.946058,2.47997277e-09,-5.44757602e-10,4.06913033e-11,-8.12391726e-11,7.95685526e-12,1.90262416e-09
16042,1478.98451,1104.41005,363.339562,2.11998539e-09,-4.19140525e-10,9.51678301e-11,-1.90038807e-10,7.35030128e-11,1.6794769e-09
16044,2574.41484,1186.47792,398.751757,2.22118132e-09,-4.82911122e-10,7.10792262e-11,-1.41944185e-10,3.44394116e-11,1.70184465e-09
16048,4579.43032,1026.33911,399.232635,2.30419849e-09,-4.52348831e-10,3.56439719e-11,-7.12001274e-11,8.88111998e-12,1.82517462e-09
16054,3315.23214,1069.12458,335.666656,2.38726555e-09,-5.34422152e-10,5.51541228e-11,-1.10069391e-10,1.58489934e-11,1.81377713e-09
16056,3999.67184,1212.3113,309.102793,2.27927758e-09,-4.86284376e-10,4.63129677e-11,-9.24293271e-11,9.74917064e-12,1.75662601e-09
16058,4565.1934,1072.49371,306.589247,2.67977102e-09,-5.36342121e-10,4.11850661e-11,-8.22117619e-11,7.42795882e-12,2.10983016e-09
16062,3711.82542,1271.14554,314.77999,2.32537456e-09,-5.27343553e-10,5.5692785e-11,-1.11123313e-10,1.27900314e-11,1.75539051e-09
16068,3126.25434,1044.25052,300.048081,2.51031779e-09,-4.94577501e-10,5.36458637e-11,-1.07080471e-10,1.54904571e-11,1.97779614e-09
16070,4319.24967,1192.28006,377.950872,2.04467885e-09,-3.97802618e-10,3.6746253e-11,-7.34014598e-11,9.45560743e-12,1.61967663e-09
16072,4627.92079,1379.0928,316.313425,2.07360205e-09,-4.74693919e-10,4.33019239e-11,-8.64024717e-11,7.39950954e-12,1.56320709e-09
16074,1784.9707,1253.37165,316.30905,2.17526586e-09,-4.27387954e-10,9.03798248e-11,-1.80439608e-10,5.18055621e-11,1.70962368e-09
16078,1071.04764,1062.32403,354.725605,2.00377625e-09,-4.0962928e-10,1.15427848e-10,-2.30424e-10,1.14467514e-10,1.59361833e-09
16084,4392.90274,1302.0313,347.461018,2.33373964e-09,-5.24516834e-10,4.86767104e-11,-9.71665021e-11,1.01941836e-11,1.7709272e-09
16086,2297.19215,1007.47437,381.502656,2.49296929e-09,-4.86687801e-10,7.16265244e-11,-1.4305524e-10,3.80750857e-11,1.97292786e-09
16088,3886.3356,1048.44028,393.801545,2.04117808e-09,-4.24296762e-10,3.8912392e-11,-7.77143279e-11,1.14464241e-11,1.58952581e-09
16090,1760.05704,1058.39232,378.036651,2.59612165e-09,-5.43278676e-10,1.02974431e-10,-2.05610738e-10,7.05759857e-11,2.02078265e-09
16092,1311.344,1117.79908,356.883598,2.08602651e-09,-4.32988811e-10,1.08612093e-10,-2.1683181e-10,9.21492532e-11,1.63696724e-09
16094,2645.75849,1409.39982,309.389326,2.20858832e-09,-4.48340093e-10,7.2607645e-11,-1.44947515e-10,2.66272803e-11,1.71453564e-09
16096,1838.42567,1108.79368,342.534239,2.48098641e-09,-5.04695517e-10,9.47680745e-11,-1.89203758e-10,5.65888911e-11,1.9384441e-09
16100,2393.72001,1558.61809,312.81977,2.20962824e-09,-5.06058988e-10,9.69817752e-11,-1.93501394e-10,3.86483381e-11,1.64569797e-09
16104,4193.30326,1074.7376,389.767834,2.29375583e-09,-4.55944966e-10,4.00692623e-11,-8.00349999e-11,1.08430342e-11,1.80868816e-09
16106,2003.95392,1322.20482,325.957988,2.40303001e-09,-5.31224922e-10,1.04753318e-10,-2.09055983e-10,5.38223694e-11,1.82132479e-09
16108,2043.14706,1150.19833,341.135042,2.37511843e-09,-4.79445644e-10,8.44207856e-11,-1.68555926e-10,4.51965461e-11,1.85673419e-09
16112,2577.68373,1145.82377,352.742695,2.43641471e-09,-5.12317811e-10,7.25086507e-11,-1.44767717e-10,3.08924553e-11,1.88273028e-09
16114,3587.71583,1146.07773,357.754533,2.2630173e-09,-4.39041518e-10,4.65297013e-11,-9.29312638e-11,1.41113083e-11,1.79168553e-09
16116,1029.37733,1127.57306,374.140101,2.05939404e-09,-4.00655599e-10,1.20852281e-10,-2.41332076e-10,1.25640143e-10,1.66389879e-09
16120,2190.56981,1222.27558,359.243679,2.41148769e-09,-5.37162512e-10,9.22382611e-11,-1.84127723e-10,4.75737903e-11,1.83000951e-09
16122,2810.8809,1037.96531,320.545746,2.89947959e-09,-5.80054589e-10,6.98057751e-11,-1.39353555e-10,2.44969057e-11,2.27437413e-09
16124,3951.62682,1256.83038,316.70921,2.05923692e-09,-4.07922586e-10,4.12925682e-11,-8.24452105e-11,9.59835162e-12,1.61976004e-09
16126,1250.31401,1212.43137,315.108339,2.53090647e-09,-5.5376462e-10,1.53068667e-10,-3.05396951e-10,1.21854607e-10,1.94666818e-09
16128,1220.82502,1124.16442,352.425464,2.17261538e-09,-4.52613625e-10,1.20504517e-10,-2.40556779e-10,1.0743517e-10,1.70738467e-09
16130,1429.98537,1058.52566,344.995174,2.39471711e-09,-5.33146509e-10,1.18559865e-10,-2.36592349e-10,9.11841595e-11,1.83472228e-09
16136,3354.76513,1161.96868,326.385692,2.34458402e-09,-4.84689623e-10,5.36423121e-11,-1.07087457e-10,1.53846469e-11,1.8218339e-09
16138,2941.9339,1066.55312,311.318683,3.03505736e-09,-6.42711413e-10,7.4318735e-11,-1.48314095e-10,2.32938018e-11,2.34164439e-09
16146,3721.13247,1059.89322,323.481626,2.51749468e-09,-5.64908122e-10,5.14299631e-11,-1.02622279e-10,1.21029602e-11,1.9134972e-09
16148,3006.52015,1461.59399,307.268057,2.01665027e-09,-4.10118515e-10,6.0656421e-11,-1.21089509e-10,1.90138696e-11,1.56511253e-09
16154,4483.60762,1007.62062,315.676273,2.44601998e-09,-5.33205186e-10,3.89604737e-11,-7.77435483e-11,6.98937752e-12,1.8810211e-09
16156,2359.40644,1123.48252,323.286811,2.63061434e-09,-5.44127541e-10,8.1582859e-11,-1.6285005e-10,3.50900361e-11,2.04030964e-09
16160,3721.83531,1666.43928,303.425987,2.13722675e-09,-4.98625495e-10,6.61707089e-11,-1.32004515e-10,1.43948367e-11,1.58716228e-09
16164,4583.07329,1020.62853,360.290518,2.29736101e-09,-4.90478291e-10,3.65676114e-11,-7.30080059e-11,7.64755122e-12,1.77808987e-09
16166,2246.9648,1218.41506,307.662983,2.5229835e-09,-5.30669612e-10,8.81245972e-11,-1.75873055e-10,3.78741718e-11,1.9424396e-09
16168,4229.12572,1203.63302,304.882493,2.26237567e-09,-4.98020297e-10,4.4274865e-11,-8.83423377e-11,8.30665306e-12,1.72859455e-09
16172,2370.70634,1083.77007,347.539051,2.44813493e-09,-4.77180398e-10,7.08947502e-11,-1.41572152e-10,3.3275289e-11,1.93355242e-09
16174,3868.54712,1031.79958,332.450434,2.8242604e-09,-5.73093358e-10,5.07368982e-11,-1.01293912e-10,1.24098562e-11,2.21301989e-09
16176,2040.55203,1143.32581,303.884996,2.24748266e-09,-4.81156323e-10,8.25532861e-11,-1.64721695e-10,3.86861149e-11,1.72284405e-09
16178,4106.93801,1107.91452,356.664314,2.29605765e-09,-4.71073716e-10,4.20429889e-11,-8.39535165e-11,1.03648883e-11,1.7934383e-09
16180,4655.68803,1004.44292,320.00318,2.99835345e-09,-6.54861308e-10,4.60888093e-11,-9.19714705e-11,7.97426603e-12,2.30558375e-09
16188,2637.24436,1385.68255,300.030358,2.20589615e-09,-4.48360928e-10,7.15704199e-11,-1.42860626e-10,2.54214408e-11,1.71166646e-09
16190,4432.57604,1095.54039,311.629868,2.28826265e-09,-5.10408452e-10,4.0067708e-11,-7.99439677e-11,7.12643147e-12,1.74510437e-09
16194,2670.77057,1234.05425,334.638754,2.01374754e-09,-4.15942987e-10,6.02030255e-11,-1.20195257e-10,2.34733911e-11,1.56128572e-09
16196,2296.25103,1105.80311,355.97169,2.32754433e-09,-4.50892701e-10,7.03606037e-11,-1.40516947e-10,3.50884346e-11,1.84158372e-09
16202,2661.78964,1004.2656,388.116663,2.63369798e-09,-5.40649754e-10,6.86924151e-11,-1.37182018e-10,3.13295948e-11,2.05588821e-09
16204,4680.1638,1218.37315,313.578679,2.17350635e-09,-4.87685825e-10,3.96626626e-11,-7.91412446e-11,6.62786387e-12,1.65296981e-09
16206,3412.62296,1333.42345,306.210498,2.17467995e-09,-4.89482413e-10,5.83274421e-11,-1.16374197e-10,1.45625407e-11,1.64171332e-09
16208,3992.14332,1224.08004,304.151336,2.82830334e-09,-6.16444037e-10,5.89065593e-11,-1.17543181e-10,1.20128966e-11,2.16523558e-09
16210,3708.06529,1106.16613,376.755042,2.03016462e-09,-3.9353646e-10,3.97676331e-11,-7.94332615e-11,1.22477316e-11,1.60921026e-09
16212,4312.23616,1369.22735,337.569043,2.08888049e-09,-4.42887399e-10,4.39984923e-11,-8.78445471e-11,9.4986996e-12,1.61164574e-09
16214,4638.2695,1414.13534,318.071079,2.1828818e-09,-4.8000152e-10,4.49901014e-11,-8.97935618e-11,7.96830342e-12,1.66604513e-09
16216,2875.22076,1151.07489,370.577009,2.34810779e-09,-5.05236893e-10,6.49514409e-11,-1.29687578e-10,2.55608687e-11,1.80369563e-09
16220,4162.54984,1187.80181,328.227682,2.01624645e-09,-4.09936149e-10,3.7683008e-11,-7.52361329e-11,8.35787789e-12,1.57711506e-09
16226,1653.45288,1207.18375,375.348702,2.10431485e-09,-4.51211107e-10,9.92637327e-11,-1.98193245e-10,7.17512191e-11,1.62592545e-09
16228,2222.94658,1599.90318,305.420352,2.24443232e-09,-5.1899305e-10,1.08907738e-10,-2.17260564e-10,4.59386656e-11,1.66302511e-09
16230,1947.89567,1125.04447,300.286077,2.58301827e-09,-5.64234897e-10,9.92890336e-11,-1.98078805e-10,4.80907227e-11,1.96808432e-09
16232,2320.58576,1234.24897,336.115652,2.0642918e-09,-4.34452077e-10,7.14490434e-11,-1.42635866e-10,3.26122511e-11,1.59126515e-09
16234,4316.13694,1140.41254,308.338268,2.27868565e-09,-4.65964623e-10,3.95368063e-11,-7.89184476e-11,7.67530712e-12,1.78101469e-09
16236,3047.03928,1042.12612,302.196468,2.97850171e-09,-5.80708648e-10,6.46941829e-11,-1.29141816e-10,1.95409148e-11,2.35288635e-09
16242,4176.46676,1300.89029,344.098305,2.48051439e-09,-5.67795403e-10,5.50380205e-11,-1.09851257e-10,1.2048982e-11,1.86995473e-09
16244,3436.78968,1128.58675,311.811891,2.51177321e-09,-5.28674317e-10,5.52129498e-11,-1.10195767e-10,1.43621099e-11,1.94247818e-09
16252,2599.56099,1247.31679,368.479136,2.29415101e-09,-4.98042781e-10,7.47932318e-11,-1.49335966e-10,3.29258247e-11,1.75449132e-09
16254,1515.68508,1267.03869,357.8425,2.16584524e-09,-4.89498961e-10,1.19624752e-10,-2.38762078e-10,9.00395768e-11,1.64724853e-09
16256,1361.57533,1200.38931,332.940962,2.15306755e-09,-4.22726716e-10,1.08669743e-10,-2.16964988e-10,8.32981063e-11,1.70534369e-09
16264,3367.28794,1011.99615,331.403574,2.15992226e-09,-4.45273749e-10,4.4165162e-11,-8.8165163e-11,1.27091308e-11,1.68335764e-09
16274,2190.8906,1041.87573,308.408415,2.88492609e-09,-5.61706332e-10,8.54586974e-11,-1.70595468e-10,3.85434769e-11,2.27662647e-09
16276,4111.44346,1029.18421,340.889274,2.08332116e-09,-4.20809443e-10,3.52756305e-11,-7.04325646e-11,8.23758303e-12,1.63559236e-09
16278,1408.56253,1191.94965,363.595451,2.0387583e-09,-4.29138822e-10,1.06730277e-10,-2.1308727e-10,8.659362e-11,1.58985611e-09
16282,3780.34619,1020.72426,388.799214,2.44870483e-09,-5.25526418e-10,4.78955504e-11,-9.56405701e-11,1.41296136e-11,1.889563e-09
16286,1507.21763,1041.37169,366.234797,2.017306e-09,-4.4043767e-10,9.31787537e-11,-1.85995797e-10,7.20995396e-11,1.55615082e-09
16288,2523.51117,1452.95961,319.509587,2.08850644e-09,-4.60267879e-10,7.93613031e-11,-1.58387014e-10,3.0824312e-11,1.58003716e-09
16292,4133.65582,1055.02703,300.812254,2.03991007e-09,-4.1320907e-10,3.42771223e-11,-6.84133333e-11,6.82622092e-12,1.59939101e-09
16294,3300.56785,1140.02475,346.669546,2.14997853e-09,-4.28711076e-10,4.83587399e-11,-9.65677719e-11,1.5433633e-11,1.68849205e-09
16296,3849.54637,1032.69394,376.17306,2.01488368e-09,-3.69505791e-10,3.48585901e-11,-6.96352858e-11,1.04603069e-11,1.6210615e-09
16300,4322.31645,1166.43139,300.271212,2.336899e-09,-4.78432267e-10,4.11043579e-11,-8.20408e-11,7.71463371e-12,1.82524493e-09
16302,3673.41586,1049.83842,349.7555,2.59213542e-09,-5.46393033e-10,5.14974264e-11,-1.02812492e-10,1.40328137e-11,2.00846013e-09
16308,4952.69122,1226.27449,358.799586,2.27407982e-09,-5.13538748e-10,4.04673762e-11,-8.0783869e-11,7.43721242e-12,1.72766179e-09
16312,4420.35117,1004.9522,341.616838,2.25136459e-09,-4.68672726e-10,3.56449761e-11,-7.11613142e-11,7.42483413e-12,1.75460036e-09
16316,4799.11892,1127.42097,300.663549,2.36996351e-09,-5.02364703e-10,3.75852993e-11,-7.50030907e-11,5.94392491e-12,1.83612494e-09
16320,2612.83762,1128.1467,307.853383,2.28929633e-09,-4.95288729e-10,6.67070441e-11,-1.33106872e-10,2.3710406e-11,1.75131818e-09
16336,1487.72163,1205.58876,304.006212,2.33906343e-09,-5.2788971e-10,1.25020939e-10,-2.49369973e-10,8.14712572e-11,1.76829594e-09
16338,2392.86942,1264.97958,314.720655,2.41719002e-09,-5.42994514e-10,8.71090045e-11,-1.73806854e-10,3.4964748e-11,1.8224624e-09
16340,4901.01241,1057.8743,396.705252,2.26087612e-09,-4.4561664e-10,3.35190154e-11,-6.69552519e-11,7.59989332e-12,1.78942314e-09
16342,4808.15708,1025.84465,353.308373,2.28727626e-09,-4.36140849e-10,3.21481893e-11,-6.42066281e-11,6.6204369e-12,1.8256974e-09
16344,2565.41609,1200.82444,312.202243,2.51673327e-09,-5.52274773e-10,7.96327543e-11,-1.58901402e-10,2.93349714e-11,1.91452482e-09
16346,1981.99004,1246.73944,375.180507,2.03088555e-09,-4.08495926e-10,7.95049379e-11,-1.58785218e-10,4.83096908e-11,1.59141904e-09
16350,1505.9816,1019.01636,308.944941,2.688675e-09,-5.29157691e-10,1.10013422e-10,-2.19581521e-10,7.22512439e-11,2.12220045e-09
16352,2949.91234,1279.98196,309.090295,2.29876446e-09,-5.2027558e-10,6.8893064e-11,-1.37449936e-10,2.08838416e-11,1.73081585e-09
16354,3400.3753,1012.86256,335.689819,2.33171327e-09,-4.43694375e-10,4.47458339e-11,-8.93541591e-11,1.34583652e-11,1.85686893e-09
16356,2034.50882,1345.06574,327.65625,2.44941924e-09,-5.52496016e-10,1.08833739e-10,-2.17183715e-10,5.50985126e-11,1.84367176e-09
16358,3480.53194,1058.7877,322.630293,2.54726222e-09,-4.85399202e-10,4.90965707e-11,-9.80350636e-11,1.37751318e-11,2.02669966e-09
16362,2311.53274,1376.4055,306.954448,2.09898879e-09,-4.73226842e-10,8.40757508e-11,-1.6774114e-10,3.42166228e-11,1.57631318e-09
16366,2378.27834,1228.35417,353.418214,2.50122773e-09,-5.59993795e-10,8.92728318e-11,-1.78198032e-10,4.11747192e-11,1.89348345e-09
16368,1692.9263,1352.95071,321.296397,2.39013306e-09,-5.21995442e-10,1.22085579e-10,-2.43641655e-10,7.39779002e-11,1.82055944e-09
16370,2559.72721,1123.17422,312.268785,2.19009957e-09,-4.31821052e-10,6.029673e-11,-1.20373442e-10,2.31863059e-11,1.72138812e-09
